MS4525_Raw_P,MS4525_Raw_T,SHT30_1_Raw_T,SHT30_1_Raw_H,SHT30_2_Raw_T,SHT30_2_Raw_H,DS18B20_Temps,Timestamp
,,None,None,None,None,[],1764801229.591125
,,None,None,None,None,[],1764801229.6919944
,,None,None,None,None,[],1764801229.7931266
,,None,None,None,None,[],1764801229.8939583
,,None,None,None,None,[],1764801229.9948816
,,None,None,None,None,[],1764801230.0957925
,,None,None,None,None,[],1764801230.1965868
,,None,None,None,None,[],1764801230.297462
,,None,None,None,None,[],1764801230.3982613
,,None,None,None,None,[],1764801230.4992924
,,None,None,None,None,[],1764801230.6001964
,,None,None,None,None,[],1764801230.7010813
,,None,None,None,None,[],1764801230.8018885
,,None,None,None,None,[],1764801230.9025743
,,None,None,None,None,[],1764801231.003392
,,None,None,None,None,[],1764801231.1042945
,,None,None,None,None,[],1764801231.205708
,,None,None,None,None,[],1764801231.3065712
,,None,None,None,None,[],1764801231.4075212
,,None,None,None,None,[],1764801231.5085227
,,None,None,None,None,[],1764801231.6094306
,,None,None,None,None,[],1764801231.7102926
,,None,None,None,None,[],1764801231.8112125
,,None,None,None,None,[],1764801231.9127421
,,None,None,None,None,[],1764801232.0136456
,,None,None,None,None,[],1764801232.1145747
,,None,None,None,None,[],1764801232.2155414
,,None,None,None,None,[],1764801232.3164248
,,None,None,None,None,[],1764801232.4171329
,,None,None,None,None,[],1764801232.5179446
,,None,None,None,None,[],1764801232.618748
,,None,None,None,None,[],1764801232.7196312
,,None,None,None,None,[],1764801232.8205047
,,None,None,None,None,[],1764801232.9213598
,,None,None,None,None,[],1764801233.0220942
,,None,None,None,None,[],1764801233.1230261
,,None,None,None,None,[],1764801233.223828
,,None,None,None,None,[],1764801233.3246036
,,None,None,None,None,[],1764801233.4254782
,,None,None,None,None,[],1764801233.52618
,,None,None,None,None,[],1764801233.6270773
,,None,None,None,None,[],1764801233.7279758
,,None,None,None,None,[],1764801233.828601
,,None,None,None,None,[],1764801233.9295757
,,None,None,None,None,[],1764801234.03048
,,None,None,None,None,[],1764801234.1314952
