MS4525_Raw_P,MS4525_Raw_T,SHT30_1_Raw_T,SHT30_1_Raw_H,SHT30_2_Raw_T,SHT30_2_Raw_H,DS18B20_Temps,Timestamp
8193,756,None,None,None,None,[],1764800523.826655
8188,756,None,None,None,None,[],1764800523.9743276
8190,756,None,None,None,None,[],1764800524.1208203
8190,756,None,None,None,None,[],1764800524.267318
8188,756,None,None,None,None,[],1764800524.413875
8196,756,None,None,None,None,[],1764800524.5603049
8192,756,None,None,None,None,[],1764800524.7068672
8186,756,None,None,None,None,[],1764800524.8533752
8201,756,None,None,None,None,[],1764800524.9999576
8193,756,None,None,None,None,[],1764800525.1465633
8197,756,None,None,None,None,[],1764800525.2930498
8203,756,None,None,None,None,[],1764800525.4401567
8193,756,None,None,None,None,[],1764800525.586643
8192,756,None,None,None,None,[],1764800525.7331052
8193,756,None,None,None,None,[],1764800525.87957
8192,756,None,None,None,None,[],1764800526.0261922
8187,756,None,None,None,None,[],1764800526.1726348
8208,756,None,None,None,None,[],1764800526.3368967
8193,756,None,None,None,None,[],1764800526.483438
8199,756,None,None,None,None,[],1764800526.6299677
8204,756,None,None,None,None,[],1764800526.7764416
8196,756,None,None,None,None,[],1764800526.922969
8197,756,None,None,None,None,[],1764800527.0695648
8197,756,None,None,None,None,[],1764800527.2159348
8190,755,None,None,None,None,[],1764800527.3624768
8196,756,None,None,None,None,[],1764800527.512876
8187,755,None,None,None,None,[],1764800527.6603546
8188,755,None,None,None,None,[],1764800527.80681
8193,755,None,None,None,None,[],1764800527.9533517
8192,755,None,None,None,None,[],1764800528.1001992
8190,755,None,None,None,None,[],1764800528.2469497
8190,755,None,None,None,None,[],1764800528.393483
8193,755,None,None,None,None,[],1764800528.5401092
8196,755,None,None,None,None,[],1764800528.6869082
8192,755,None,None,None,None,[],1764800528.833717
8190,755,None,None,None,None,[],1764800528.9804091
8200,755,None,None,None,None,[],1764800529.1268349
8196,755,None,None,None,None,[],1764800529.2734046
8196,755,None,None,None,None,[],1764800529.4199734
8192,755,None,None,None,None,[],1764800529.568876
8200,755,None,None,None,None,[],1764800529.715168
8192,755,None,None,None,None,[],1764800529.8619804
8204,755,None,None,None,None,[],1764800530.0087912
8199,755,None,None,None,None,[],1764800530.1552057
8192,755,None,None,None,None,[],1764800530.3017244
8200,755,None,None,None,None,[],1764800530.4483128
8203,755,None,None,None,None,[],1764800530.5949442
8193,755,None,None,None,None,[],1764800530.7415972
8199,755,None,None,None,None,[],1764800530.8881278
8197,755,None,None,None,None,[],1764800531.0371685
8193,755,None,None,None,None,[],1764800531.183669
8188,755,None,None,None,None,[],1764800531.3302717
8188,755,None,None,None,None,[],1764800531.4776144
8188,755,None,None,None,None,[],1764800531.7005012
8207,755,None,None,None,None,[],1764800531.8470423
8196,755,None,None,None,None,[],1764800531.9964588
8183,755,None,None,None,None,[],1764800532.143379
8190,755,None,None,None,None,[],1764800532.290274
8187,755,None,None,None,None,[],1764800532.4372385
8193,755,None,None,None,None,[],1764800532.5837243
8203,755,None,None,None,None,[],1764800532.7302105
8180,755,None,None,None,None,[],1764800532.8768084
8193,755,None,None,None,None,[],1764800533.0232387
8197,755,None,None,None,None,[],1764800533.169966
8196,755,None,None,None,None,[],1764800533.3164608
8192,755,None,None,None,None,[],1764800533.4630232
8196,755,None,None,None,None,[],1764800533.6095364
8197,755,None,None,None,None,[],1764800533.7718267
8197,755,None,None,None,None,[],1764800533.918416
8193,755,None,None,None,None,[],1764800534.065164
8192,755,None,None,None,None,[],1764800534.2117105
8193,755,None,None,None,None,[],1764800534.358787
8188,755,None,None,None,None,[],1764800534.6181314
8193,755,None,None,None,None,[],1764800534.7647278
8193,755,None,None,None,None,[],1764800534.9112499
8193,755,None,None,None,None,[],1764800535.0579824
8190,755,None,None,None,None,[],1764800535.2043915
8193,755,None,None,None,None,[],1764800535.351079
8193,755,None,None,None,None,[],1764800535.497615
8192,755,None,None,None,None,[],1764800535.6439912
8193,755,None,None,None,None,[],1764800535.7906094
8190,755,None,None,None,None,[],1764800535.93813
8192,755,None,None,None,None,[],1764800536.08469
8192,755,None,None,None,None,[],1764800536.2312255
8193,755,None,None,None,None,[],1764800536.3774595
8190,755,None,None,None,None,[],1764800536.5243447
8193,755,None,None,None,None,[],1764800536.6707714
8192,755,None,None,None,None,[],1764800536.8177576
8192,755,None,None,None,None,[],1764800536.964391
8192,755,None,None,None,None,[],1764800537.1109865
8190,755,None,None,None,None,[],1764800537.3421504
8192,755,None,None,None,None,[],1764800537.4889438
8192,755,None,None,None,None,[],1764800537.6353912
8192,755,None,None,None,None,[],1764800537.7820501
8192,755,None,None,None,None,[],1764800537.9294586
8192,755,None,None,None,None,[],1764800538.076078
8192,755,None,None,None,None,[],1764800538.2225232
8192,755,None,None,None,None,[],1764800538.3691342
8190,755,None,None,None,None,[],1764800538.5157425
8192,755,None,None,None,None,[],1764800538.6622925
8192,755,None,None,None,None,[],1764800538.809063
8190,755,None,None,None,None,[],1764800538.9557047
8190,755,None,None,None,None,[],1764800539.10237
8192,755,None,None,None,None,[],1764800539.2492137
8192,755,None,None,None,None,[],1764800539.3961341
8192,755,None,None,None,None,[],1764800539.5426435
8190,755,None,None,None,None,[],1764800539.689445
8192,755,None,None,None,None,[],1764800539.8359182
8190,755,None,None,None,None,[],1764800539.9829059
8190,755,None,None,None,None,[],1764800540.1299603
8192,755,None,None,None,None,[],1764800540.2770183
8190,755,None,None,None,None,[],1764800540.4240618
8190,755,None,None,None,None,[],1764800540.5710835
8190,755,None,None,None,None,[],1764800540.71781
8192,755,None,None,None,None,[],1764800541.0442014
8192,755,None,None,None,None,[],1764800541.1908493
8192,755,None,None,None,None,[],1764800541.3373892
8192,755,None,None,None,None,[],1764800541.4841983
8192,755,None,None,None,None,[],1764800541.6306632
8193,755,None,None,None,None,[],1764800541.7773523
8192,755,None,None,None,None,[],1764800541.9239736
8190,755,None,None,None,None,[],1764800542.0706325
8192,755,None,None,None,None,[],1764800542.2172484
8190,755,None,None,None,None,[],1764800542.3649397
8192,755,None,None,None,None,[],1764800542.5112712
8190,755,None,None,None,None,[],1764800542.6579843
8193,755,None,None,None,None,[],1764800542.8044603
8190,755,None,None,None,None,[],1764800542.9517016
8192,755,None,None,None,None,[],1764800543.0986345
8190,755,None,None,None,None,[],1764800543.2454164
8193,755,None,None,None,None,[],1764800543.391909
