MS4525_Raw_P,MS4525_Raw_T,SHT30_1_Raw_T,SHT30_1_Raw_H,SHT30_2_Raw_T,SHT30_2_Raw_H,DS18B20_Temps,Timestamp
8193,760,None,None,None,None,[],1764800466.1308386
8192,760,None,None,None,None,[],1764800466.2777627
8192,760,None,None,None,None,[],1764800466.4242644
8192,760,None,None,None,None,[],1764800466.5710053
8192,760,None,None,None,None,[],1764800466.7175968
8196,760,None,None,None,None,[],1764800466.8639898
8192,760,None,None,None,None,[],1764800467.0106974
8193,760,None,None,None,None,[],1764800467.1573613
8192,760,None,None,None,None,[],1764800467.3039637
8193,760,None,None,None,None,[],1764800467.450428
8193,760,None,None,None,None,[],1764800467.5969152
8192,760,None,None,None,None,[],1764800467.743347
8193,760,None,None,None,None,[],1764800467.890013
8193,760,None,None,None,None,[],1764800468.0364888
8190,760,None,None,None,None,[],1764800468.1832774
8196,760,None,None,None,None,[],1764800468.3295085
8193,760,None,None,None,None,[],1764800468.476242
8192,759,None,None,None,None,[],1764800468.6474617
8192,760,None,None,None,None,[],1764800468.807329
8192,760,None,None,None,None,[],1764800468.955101
8193,759,None,None,None,None,[],1764800469.1113153
8192,760,None,None,None,None,[],1764800469.2671492
8192,759,None,None,None,None,[],1764800469.4150932
8192,760,None,None,None,None,[],1764800469.5671897
8193,760,None,None,None,None,[],1764800469.7153459
8192,760,None,None,None,None,[],1764800469.8632812
8192,760,None,None,None,None,[],1764800470.011195
8192,759,None,None,None,None,[],1764800470.1592126
8192,760,None,None,None,None,[],1764800470.3059387
8192,760,None,None,None,None,[],1764800470.4528446
8196,760,None,None,None,None,[],1764800470.5990481
8192,760,None,None,None,None,[],1764800470.7456179
8192,760,None,None,None,None,[],1764800470.8922389
8193,760,None,None,None,None,[],1764800471.0387998
8192,760,None,None,None,None,[],1764800471.185252
8193,760,None,None,None,None,[],1764800471.37491
8192,760,None,None,None,None,[],1764800471.5212708
8192,760,None,None,None,None,[],1764800471.6677022
8193,760,None,None,None,None,[],1764800471.8141208
8192,760,None,None,None,None,[],1764800471.9609973
8193,760,None,None,None,None,[],1764800472.107574
8192,760,None,None,None,None,[],1764800472.254391
8192,760,None,None,None,None,[],1764800472.400938
8190,760,None,None,None,None,[],1764800472.5474494
8193,760,None,None,None,None,[],1764800472.6939425
8192,759,None,None,None,None,[],1764800472.84049
8193,760,None,None,None,None,[],1764800472.9870312
8192,759,None,None,None,None,[],1764800473.1334739
8192,760,None,None,None,None,[],1764800473.2801087
8192,760,None,None,None,None,[],1764800473.4266798
8193,759,None,None,None,None,[],1764800473.5732217
8192,759,None,None,None,None,[],1764800473.7197113
8193,760,None,None,None,None,[],1764800473.8662138
8192,759,None,None,None,None,[],1764800474.0126815
8192,759,None,None,None,None,[],1764800474.1594758
8196,759,None,None,None,None,[],1764800474.3058717
8192,759,None,None,None,None,[],1764800474.4525034
8192,759,None,None,None,None,[],1764800474.5990741
8192,759,None,None,None,None,[],1764800474.7454672
8192,759,None,None,None,None,[],1764800474.8921623
8192,759,None,None,None,None,[],1764800475.038648
8193,759,None,None,None,None,[],1764800475.1851723
8192,759,None,None,None,None,[],1764800475.3316343
8193,759,None,None,None,None,[],1764800475.4782584
8196,759,None,None,None,None,[],1764800475.6248615
8196,759,None,None,None,None,[],1764800475.771353
8197,759,None,None,None,None,[],1764800475.9178374
8190,759,None,None,None,None,[],1764800476.0646148
8192,759,None,None,None,None,[],1764800476.2113013
8192,759,None,None,None,None,[],1764800476.3577487
8192,759,None,None,None,None,[],1764800476.5042949
8197,759,None,None,None,None,[],1764800476.6508093
8193,759,None,None,None,None,[],1764800476.9034135
8193,759,None,None,None,None,[],1764800477.0500472
8190,759,None,None,None,None,[],1764800477.1965563
8190,759,None,None,None,None,[],1764800477.343032
8201,759,None,None,None,None,[],1764800477.4894218
8188,759,None,None,None,None,[],1764800477.6365354
8193,759,None,None,None,None,[],1764800477.7824154
8196,759,None,None,None,None,[],1764800477.9288328
8196,759,None,None,None,None,[],1764800478.0753326
8190,759,None,None,None,None,[],1764800478.221771
8196,759,None,None,None,None,[],1764800478.3695455
8187,759,None,None,None,None,[],1764800478.515975
8188,759,None,None,None,None,[],1764800478.6624765
8197,759,None,None,None,None,[],1764800478.8088887
8192,759,None,None,None,None,[],1764800478.955456
8207,759,None,None,None,None,[],1764800479.1019297
8199,759,None,None,None,None,[],1764800479.2483587
8207,759,None,None,None,None,[],1764800479.3948226
8196,759,None,None,None,None,[],1764800479.541313
8193,759,None,None,None,None,[],1764800479.6877723
8192,759,None,None,None,None,[],1764800479.9604764
8192,759,None,None,None,None,[],1764800480.106879
8192,759,None,None,None,None,[],1764800480.253405
8193,759,None,None,None,None,[],1764800480.3998222
8196,759,None,None,None,None,[],1764800480.5552607
8172,759,None,None,None,None,[],1764800480.7154248
8187,759,None,None,None,None,[],1764800480.8666747
8205,759,None,None,None,None,[],1764800481.023288
8192,759,None,None,None,None,[],1764800481.1787443
8188,759,None,None,None,None,[],1764800481.3313506
8203,759,None,None,None,None,[],1764800481.494523
8179,759,None,None,None,None,[],1764800481.6514082
8161,759,None,None,None,None,[],1764800481.803282
8187,759,None,None,None,None,[],1764800481.9526873
8203,759,None,None,None,None,[],1764800482.099076
8190,759,None,None,None,None,[],1764800482.2455544
8201,759,None,None,None,None,[],1764800482.3923478
8199,759,None,None,None,None,[],1764800482.5387726
8200,759,None,None,None,None,[],1764800482.685117
8177,759,None,None,None,None,[],1764800482.8317568
8184,759,None,None,None,None,[],1764800482.978149
8173,759,None,None,None,None,[],1764800483.124568
8190,759,None,None,None,None,[],1764800483.2710588
8205,759,None,None,None,None,[],1764800483.4175475
8207,759,None,None,None,None,[],1764800483.6829424
8203,759,None,None,None,None,[],1764800483.8295453
8214,759,None,None,None,None,[],1764800483.9759123
8226,759,None,None,None,None,[],1764800484.122446
8223,759,None,None,None,None,[],1764800484.2697122
8190,759,None,None,None,None,[],1764800484.416181
8205,759,None,None,None,None,[],1764800484.5626152
8183,759,None,None,None,None,[],1764800484.7090836
8165,759,None,None,None,None,[],1764800484.8553903
8196,759,None,None,None,None,[],1764800485.0020077
8196,759,None,None,None,None,[],1764800485.1484118
8200,759,None,None,None,None,[],1764800485.294758
8199,759,None,None,None,None,[],1764800485.4412615
8227,759,None,None,None,None,[],1764800485.5877197
8196,759,None,None,None,None,[],1764800485.7341192
8173,759,None,None,None,None,[],1764800485.880572
8227,759,None,None,None,None,[],1764800486.0271826
8210,759,None,None,None,None,[],1764800486.1734307
8233,759,None,None,None,None,[],1764800486.3199992
8197,759,None,None,None,None,[],1764800486.466608
8199,759,None,None,None,None,[],1764800486.6128707
8199,759,None,None,None,None,[],1764800486.7595034
8215,759,None,None,None,None,[],1764800486.9056404
8181,759,None,None,None,None,[],1764800487.0525675
8205,759,None,None,None,None,[],1764800487.1989083
8208,759,None,None,None,None,[],1764800487.3453114
8196,759,None,None,None,None,[],1764800487.4917953
8207,759,None,None,None,None,[],1764800487.6379428
8187,759,None,None,None,None,[],1764800487.7845676
8196,759,None,None,None,None,[],1764800487.9311593
8220,759,None,None,None,None,[],1764800488.2578452
8200,759,None,None,None,None,[],1764800488.404248
8238,759,None,None,None,None,[],1764800488.5507863
8200,759,None,None,None,None,[],1764800488.69736
8181,759,None,None,None,None,[],1764800488.8438232
8214,759,None,None,None,None,[],1764800488.9904096
8201,759,None,None,None,None,[],1764800489.136991
8188,759,None,None,None,None,[],1764800489.2836437
8200,759,None,None,None,None,[],1764800489.4301903
8196,759,None,None,None,None,[],1764800489.5764692
8192,759,None,None,None,None,[],1764800489.7229636
8219,759,None,None,None,None,[],1764800489.8695712
8222,759,None,None,None,None,[],1764800490.0160284
8205,759,None,None,None,None,[],1764800490.1625462
8188,759,None,None,None,None,[],1764800490.3091595
8226,759,None,None,None,None,[],1764800490.4559152
8230,759,None,None,None,None,[],1764800490.6023428
8208,759,None,None,None,None,[],1764800490.7488375
8218,759,None,None,None,None,[],1764800490.895632
8211,759,None,None,None,None,[],1764800491.042374
8199,759,None,None,None,None,[],1764800491.1888404
8188,759,None,None,None,None,[],1764800491.3352468
8181,759,None,None,None,None,[],1764800491.4818196
8165,759,None,None,None,None,[],1764800491.629529
8233,759,None,None,None,None,[],1764800491.775746
8207,759,None,None,None,None,[],1764800491.922332
8188,759,None,None,None,None,[],1764800492.0688713
8184,759,None,None,None,None,[],1764800492.2266788
8242,758,None,None,None,None,[],1764800492.377446
8203,758,None,None,None,None,[],1764800492.5353498
8190,759,None,None,None,None,[],1764800492.6818788
8203,759,None,None,None,None,[],1764800492.8352804
8184,758,None,None,None,None,[],1764800492.981729
8212,759,None,None,None,None,[],1764800493.131198
8158,758,None,None,None,None,[],1764800493.2879214
8179,758,None,None,None,None,[],1764800493.4469235
8207,758,None,None,None,None,[],1764800493.6033738
8180,759,None,None,None,None,[],1764800493.753143
8193,759,None,None,None,None,[],1764800493.8994915
8187,759,None,None,None,None,[],1764800494.327924
8196,758,None,None,None,None,[],1764800494.474365
8247,758,None,None,None,None,[],1764800494.6210163
8188,759,None,None,None,None,[],1764800494.767559
8187,758,None,None,None,None,[],1764800494.9142306
8216,758,None,None,None,None,[],1764800495.0606935
8205,758,None,None,None,None,[],1764800495.2073746
8211,759,None,None,None,None,[],1764800495.353873
8187,758,None,None,None,None,[],1764800495.5009027
8180,758,None,None,None,None,[],1764800495.6469572
8168,758,None,None,None,None,[],1764800495.7936687
8200,758,None,None,None,None,[],1764800495.9403424
8180,758,None,None,None,None,[],1764800496.08683
8192,758,None,None,None,None,[],1764800496.233452
8181,758,None,None,None,None,[],1764800496.380313
8207,758,None,None,None,None,[],1764800496.5266957
8193,758,None,None,None,None,[],1764800496.6734583
8212,758,None,None,None,None,[],1764800496.8197942
8220,758,None,None,None,None,[],1764800496.9666803
8204,758,None,None,None,None,[],1764800497.113468
8218,758,None,None,None,None,[],1764800497.2601256
8222,758,None,None,None,None,[],1764800497.4065807
8240,758,None,None,None,None,[],1764800497.5532255
8203,758,None,None,None,None,[],1764800497.7003057
8190,758,None,None,None,None,[],1764800497.8463373
8201,758,None,None,None,None,[],1764800497.9932213
8188,758,None,None,None,None,[],1764800498.1396444
8201,758,None,None,None,None,[],1764800498.286388
8205,758,None,None,None,None,[],1764800498.4330251
8190,758,None,None,None,None,[],1764800498.5795393
8207,758,None,None,None,None,[],1764800498.7263098
8214,758,None,None,None,None,[],1764800498.8728297
8199,758,None,None,None,None,[],1764800499.0194094
8196,758,None,None,None,None,[],1764800499.1659427
8214,758,None,None,None,None,[],1764800499.312274
8188,758,None,None,None,None,[],1764800499.459466
8188,758,None,None,None,None,[],1764800499.6056619
8169,758,None,None,None,None,[],1764800499.7522757
8196,758,None,None,None,None,[],1764800499.8988502
8212,758,None,None,None,None,[],1764800500.0454338
8197,758,None,None,None,None,[],1764800500.1919875
8216,758,None,None,None,None,[],1764800500.3382754
8219,758,None,None,None,None,[],1764800500.48496
8196,758,None,None,None,None,[],1764800500.6317518
8188,758,None,None,None,None,[],1764800500.7781456
8181,758,None,None,None,None,[],1764800500.926144
8200,758,None,None,None,None,[],1764800501.0720322
8234,758,None,None,None,None,[],1764800501.2186463
8211,758,None,None,None,None,[],1764800501.3651211
8199,758,None,None,None,None,[],1764800501.5117557
8223,758,None,None,None,None,[],1764800501.6582139
8199,758,None,None,None,None,[],1764800501.8048587
8193,758,None,None,None,None,[],1764800501.9512463
8199,758,None,None,None,None,[],1764800502.0977714
