MS4525_Raw_P,MS4525_Raw_T,SHT30_1_Raw_T,SHT30_1_Raw_H,SHT30_2_Raw_T,SHT30_2_Raw_H,DS18B20_Temps,Timestamp
8196,744,25321,36698,25166,37489,"[22.5, 20.75, 22.0625]",1764732641.7013726
8196,744,25310,36656,25177,37508,"[22.5, 20.75, 22.0625]",1764732644.1012592
8194,744,25310,36716,25171,37498,"[22.5, 20.75, 22.0625]",1764732646.5975132
8194,744,25321,36698,25166,37505,"[22.5, 20.75, 22.0625]",1764732648.997378
